"No.","Time","Source","Destination","Protocol","Length","Info"
"4702","2026/106 15:01:41.842576000","172.18.82.0","224.0.0.251","MDNS","479","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
"4703","2026/106 15:01:41.842576000","fe80::1cef:9980:d068:42d0","ff02::fb","MDNS","443","Standard query response 0x0000 PTR FandoNando (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50414 FandoNando-2.local AAAA, cache flush fe80::1cef:9980:d068:42d0 A, cache flush 172.18.81.79 NSEC, cache flush FandoNando (2)._companion-link._tcp.local NSEC, cache flush FandoNando-2.local"
"4704","2026/106 15:01:41.842576000","172.18.81.79","224.0.0.251","MDNS","423","Standard query response 0x0000 PTR FandoNando (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50414 FandoNando-2.local AAAA, cache flush fe80::1cef:9980:d068:42d0 A, cache flush 172.18.81.79 NSEC, cache flush FandoNando (2)._companion-link._tcp.local NSEC, cache flush FandoNando-2.local"
"4705","2026/106 15:01:41.842576000","172.18.81.160","224.0.0.251","MDNS","422","Standard query response 0x0000 PTR Kiaraâ\200\231s iPad._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50231 Kiaras-iPad.local AAAA, cache flush fe80::8bc:911b:8edc:6f3 A, cache flush 172.18.81.160 NSEC, cache flush Kiaraâ\200\231s iPad._companion-link._tcp.local NSEC, cache flush Kiaras-iPad.local"
"4706","2026/106 15:01:41.842576000","fe80::8bc:911b:8edc:6f3","ff02::fb","MDNS","442","Standard query response 0x0000 PTR Kiaraâ\200\231s iPad._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50231 Kiaras-iPad.local AAAA, cache flush fe80::8bc:911b:8edc:6f3 A, cache flush 172.18.81.160 NSEC, cache flush Kiaraâ\200\231s iPad._companion-link._tcp.local NSEC, cache flush Kiaras-iPad.local"
"4707","2026/106 15:01:41.842576000","fe80::189b:bfd0:f093:93ea","ff02::1:ff46:283d","ICMPv6","90","Neighbor Solicitation for fe80::1cc7:6d4d:246:283d from 6e:86:4f:f6:dd:99"
"4708","2026/106 15:01:41.891219400","66:93:49:53:e9:3f","Intel_61:82:b7","ARP","60","Who has 172.18.81.141? Tell 172.18.80.130"
"4709","2026/106 15:01:41.891219400","66:93:49:53:e9:3f","Intel_61:82:b7","ARP","60","Who has 172.18.80.25? Tell 172.18.80.130"
"4710","2026/106 15:01:41.891376200","fe80::1c72:c979:3154:41ac","ff02::fb","MDNS","151","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question"
"4711","2026/106 15:01:41.891376200","172.18.80.130","224.0.0.251","MDNS","131","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question"
"4712","2026/106 15:01:41.942763900","fe80::c32:3843:b289:5956","ff02::fb","MDNS","389","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local SRV, cache flush 0 0 64941 Kilian-Cox.local PTR, cache flush Kilian-Cox.local PTR, cache flush Kilian-Cox.local AAAA, cache flush fe80::c32:3843:b289:5956 A, cache flush 172.18.81.246"
"4713","2026/106 15:01:41.942763900","86:bf:be:2c:14:ea","Intel_61:82:b7","ARP","60","Who has 172.18.80.130? Tell 172.18.81.11"
"4714","2026/106 15:01:41.942763900","172.18.81.11","224.0.0.251","MDNS","108","Standard query response 0x0000 PTR _asquic._udp.local"
"4715","2026/106 15:01:41.942763900","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","128","Standard query response 0x0000 PTR _asquic._udp.local"
"4716","2026/106 15:01:41.942763900","172.18.81.246","224.0.0.251","MDNS","369","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local SRV, cache flush 0 0 64941 Kilian-Cox.local PTR, cache flush Kilian-Cox.local PTR, cache flush Kilian-Cox.local AAAA, cache flush fe80::c32:3843:b289:5956 A, cache flush 172.18.81.246"
"4717","2026/106 15:01:41.967131200","172.18.80.156","224.0.0.251","MDNS","108","Standard query response 0x0000 PTR _asquic._udp.local"
"4718","2026/106 15:01:41.967131200","fe80::1c2f:51b9:70fd:fd6b","ff02::fb","MDNS","128","Standard query response 0x0000 PTR _asquic._udp.local"
"4719","2026/106 15:01:41.967131200","fe80::823:2d0c:1e5c:439c","ff02::1:fff9:3d1e","ICMPv6","90","Neighbor Solicitation for fe80::434:b0dc:7df9:3d1e from e6:bd:41:3c:ce:4d"
"4720","2026/106 15:01:41.969861500","172.18.81.86","224.0.0.251","MDNS","701","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"4721","2026/106 15:01:41.970977900","fe80::1c60:956e:6abe:eee1","ff02::fb","MDNS","721","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"4722","2026/106 15:01:42.432413300","172.18.80.46","224.0.0.251","MDNS","435","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 SRV, cache flush 0 0 55925 Aaliyahs-MacBook-Air.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4723","2026/106 15:01:42.432413300","fe80::823:2d0c:1e5c:439c","ff02::fb","MDNS","455","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 SRV, cache flush 0 0 55925 Aaliyahs-MacBook-Air.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4724","2026/106 15:01:42.432413300","172.18.80.130","224.0.0.251","MDNS","793","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question PTR iPad (16)._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Katelynâ\200\231s MacBook Air._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Judithâ\200\231s MacBook Air._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local"
"4725","2026/106 15:01:42.432413300","fe80::1c72:c979:3154:41ac","ff02::fb","MDNS","813","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question PTR iPad (16)._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Katelynâ\200\231s MacBook Air._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Judithâ\200\231s MacBook Air._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local"
"4726","2026/106 15:01:42.432413300","fe80::10f1:37e7:8161:63f0","ff02::1:fff9:3d1e","ICMPv6","90","Neighbor Solicitation for fe80::434:b0dc:7df9:3d1e from a4:cf:99:91:0d:ad"
"4727","2026/106 15:01:42.432413300","172.18.81.15","224.0.0.251","MDNS","762","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local TXT, cache flush AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 SRV, cache flush 0 0 54662 Natalies-MacBook-Pro-2.local NSEC, cache flush A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4728","2026/106 15:01:42.432413300","fe80::10f1:37e7:8161:63f0","ff02::fb","MDNS","782","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local TXT, cache flush AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 SRV, cache flush 0 0 54662 Natalies-MacBook-Pro-2.local NSEC, cache flush A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4729","2026/106 15:01:42.432413300","172.18.80.216","224.0.0.251","MDNS","111","Standard query 0x0000 TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question"
"4730","2026/106 15:01:42.432413300","fe80::1cc1:cf7c:32b2:995e","ff02::fb","MDNS","131","Standard query 0x0000 TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question"
"4731","2026/106 15:01:42.432413300","172.18.80.216","224.0.0.251","MDNS","110","Standard query 0x0000 TXT Carter's iPhone (2)._companion-link._tcp.local, ""QU"" question"
"4732","2026/106 15:01:42.432413300","fe80::1cc1:cf7c:32b2:995e","ff02::fb","MDNS","130","Standard query 0x0000 TXT Carter's iPhone (2)._companion-link._tcp.local, ""QU"" question"
"4733","2026/106 15:01:42.432413300","172.18.80.130","224.0.0.251","MDNS","110","Standard query 0x0000 TXT Carter's iPhone (2)._companion-link._tcp.local, ""QU"" question"
"4734","2026/106 15:01:42.432413300","fe80::1c72:c979:3154:41ac","ff02::fb","MDNS","130","Standard query 0x0000 TXT Carter's iPhone (2)._companion-link._tcp.local, ""QU"" question"
"4735","2026/106 15:01:42.432413300","WNC_d9:f2:2b","Intel_61:82:b7","ARP","60","Who has 172.18.82.17? (ARP Probe)"
"4736","2026/106 15:01:42.432413300","fe80::54a4:90cf:3c90:502c","ff02::2","ICMPv6","74","Router Solicitation from 8c:53:e6:d9:f2:2b"
"4737","2026/106 15:01:42.438406900","fe80::cbe:3c80:6024:427c","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"4738","2026/106 15:01:42.452017100","fe80::402:6140:e429:bedd","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"4739","2026/106 15:01:42.473124600","172.18.80.46","224.0.0.251","MDNS","206","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"4740","2026/106 15:01:42.473124600","fe80::823:2d0c:1e5c:439c","ff02::fb","MDNS","226","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"4741","2026/106 15:01:42.480431900","172.18.81.43","224.0.0.251","MDNS","448","Standard query response 0x0000 PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58108 Katies-MacBook-Air-2.local AAAA, cache flush fe80::44f:5704:a3d0:478d A, cache flush 172.18.81.43 NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Katies-MacBook-Air-2.local"
"4742","2026/106 15:01:42.480431900","fe80::44f:5704:a3d0:478d","ff02::fb","MDNS","468","Standard query response 0x0000 PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58108 Katies-MacBook-Air-2.local AAAA, cache flush fe80::44f:5704:a3d0:478d A, cache flush 172.18.81.43 NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Katies-MacBook-Air-2.local"
"4743","2026/106 15:01:42.488834600","fe80::10f1:37e7:8161:63f0","ff02::1:ff71:67e","ICMPv6","90","Neighbor Solicitation for fe80::14f3:1795:a71:67e from a4:cf:99:91:0d:ad"
"4744","2026/106 15:01:42.501581500","172.18.80.123","224.0.0.251","MDNS","437","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"4745","2026/106 15:01:42.501581500","fe80::1cb7:a0e:ffbb:41f3","ff02::fb","MDNS","457","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"4746","2026/106 15:01:42.503407300","2a:f1:da:51:cf:e4","Intel_61:82:b7","ARP","60","Who has 172.18.80.25? Tell 172.18.80.13"
"4747","2026/106 15:01:42.509947400","6e:3a:5f:9f:54:37","Intel_61:82:b7","ARP","60","Who has 172.18.80.25? Tell 172.18.80.192"
"4748","2026/106 15:01:42.509947400","172.18.80.192","224.0.0.251","MDNS","104","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"4749","2026/106 15:01:42.509947400","fe80::c15:a2c3:f640:a3eb","ff02::fb","MDNS","124","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"4750","2026/106 15:01:42.509947400","172.18.81.114","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Bucephalus._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 65385 Bucephalus.local AAAA, cache flush fe80::fa:913f:fba8:628f A, cache flush 172.18.81.114 NSEC, cache flush Bucephalus._companion-link._tcp.local NSEC, cache flush Bucephalus.local"
"4751","2026/106 15:01:42.509947400","fe80::fa:913f:fba8:628f","ff02::fb","MDNS","425","Standard query response 0x0000 PTR Bucephalus._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 65385 Bucephalus.local AAAA, cache flush fe80::fa:913f:fba8:628f A, cache flush 172.18.81.114 NSEC, cache flush Bucephalus._companion-link._tcp.local NSEC, cache flush Bucephalus.local"
"4752","2026/106 15:01:42.520684100","172.18.81.11","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"4753","2026/106 15:01:42.550612100","172.18.80.216","224.0.0.251","MDNS","95","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question"
"4754","2026/106 15:01:42.550612100","fe80::1cc1:cf7c:32b2:995e","ff02::fb","MDNS","115","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question"
"4755","2026/106 15:01:42.550612100","fe80::18f1:f1f5:8f02:8ba0","ff02::fb","MDNS","124","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"4756","2026/106 15:01:42.550612100","172.18.80.13","224.0.0.251","MDNS","104","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"4757","2026/106 15:01:42.584827300","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.81.58"
"4758","2026/106 15:01:42.616097000","172.18.80.13","224.0.0.251","MDNS","310","Standard query 0x0000 TXT kalihanâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Jayden Herlâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Grantâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Katelynâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Josephineâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"4759","2026/106 15:01:42.616097000","fe80::18f1:f1f5:8f02:8ba0","ff02::fb","MDNS","330","Standard query 0x0000 TXT kalihanâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Jayden Herlâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Grantâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Katelynâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Josephineâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"4760","2026/106 15:01:42.616097000","fe80::823:2d0c:1e5c:439c","ff02::1:ff2a:ee4e","ICMPv6","90","Neighbor Solicitation for fe80::1803:b715:df2a:ee4e from e6:bd:41:3c:ce:4d"
"4761","2026/106 15:01:42.616097000","172.18.80.192","224.0.0.251","MDNS","310","Standard query 0x0000 TXT kalihanâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Jayden Herlâ\200\231s ipad._companion-link._tcp.local, ""QU"" question TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Grantâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Katelynâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Josephineâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
